Parameters: 
   graphfile = /var/tmp/dgleich/data/uk-2007-05-trans
      output = none
         alg = gs
       alpha = 0.99
         tol = 1e-07
       maxit = 10000

nodes = 105896555
edges = -556233648
gs(0.9900,0,0) with tol=1.000000e-07 and maxit= 10000 iterations
   gs : iter =      1 ; delta = 2.000000e+00 ; diff = 1.690013e+00 ; dt =    77.3 sec ; nmult =      1
   gs : iter =    229 ; delta = 2.000000e+00 ; diff = 2.726923e-05 ; dt = 17266.6 sec ; nmult =    229
   gs : iter =    230 ; delta = 2.000000e+00 ; diff = 2.665296e-05 ; dt = 17343.0 sec ; nmult =    230
   gs : iter =    231 ; delta = 2.000000e+00 ; diff = 2.604563e-05 ; dt = 17419.4 sec ; nmult =    231
   gs : iter =    232 ; delta = 2.000000e+00 ; diff = 2.545942e-05 ; dt = 17495.1 sec ; nmult =    232
   gs : iter =    233 ; delta = 2.000000e+00 ; diff = 2.487667e-05 ; dt = 17570.9 sec ; nmult =    233
   gs : iter =    234 ; delta = 2.000000e+00 ; diff = 2.431392e-05 ; dt = 17646.6 sec ; nmult =    234
   gs : iter =    235 ; delta = 2.000000e+00 ; diff = 2.375767e-05 ; dt = 17722.4 sec ; nmult =    235
   gs : iter =    236 ; delta = 2.000000e+00 ; diff = 2.322634e-05 ; dt = 17798.1 sec ; nmult =    236
   gs : iter =    237 ; delta = 2.000000e+00 ; diff = 2.269805e-05 ; dt = 17873.8 sec ; nmult =    237
   gs : iter =    238 ; delta = 2.000000e+00 ; diff = 2.218501e-05 ; dt = 17949.3 sec ; nmult =    238
   gs : iter =    239 ; delta = 2.000000e+00 ; diff = 2.168221e-05 ; dt = 18025.1 sec ; nmult =    239
   gs : iter =    240 ; delta = 2.000000e+00 ; diff = 2.119096e-05 ; dt = 18100.8 sec ; nmult =    240
   gs : iter =    241 ; delta = 2.000000e+00 ; diff = 2.071593e-05 ; dt = 18176.5 sec ; nmult =    241
   gs : iter =    242 ; delta = 2.000000e+00 ; diff = 2.024626e-05 ; dt = 18252.1 sec ; nmult =    242
   gs : iter =    243 ; delta = 2.000000e+00 ; diff = 1.979049e-05 ; dt = 18327.7 sec ; nmult =    243
   gs : iter =    244 ; delta = 2.000000e+00 ; diff = 1.934336e-05 ; dt = 18403.3 sec ; nmult =    244
   gs : iter =    245 ; delta = 2.000000e+00 ; diff = 1.890499e-05 ; dt = 18479.0 sec ; nmult =    245
   gs : iter =    246 ; delta = 2.000000e+00 ; diff = 1.848029e-05 ; dt = 18554.7 sec ; nmult =    246
   gs : iter =    247 ; delta = 2.000000e+00 ; diff = 1.806365e-05 ; dt = 18630.4 sec ; nmult =    247
   gs : iter =    248 ; delta = 2.000000e+00 ; diff = 1.766140e-05 ; dt = 18706.0 sec ; nmult =    248
   gs : iter =    249 ; delta = 2.000000e+00 ; diff = 1.726074e-05 ; dt = 18781.6 sec ; nmult =    249
   gs : iter =    250 ; delta = 2.000000e+00 ; diff = 1.687564e-05 ; dt = 18857.1 sec ; nmult =    250
   gs : iter =    251 ; delta = 2.000000e+00 ; diff = 1.649107e-05 ; dt = 18932.7 sec ; nmult =    251
   gs : iter =    252 ; delta = 2.000000e+00 ; diff = 1.612614e-05 ; dt = 19008.4 sec ; nmult =    252
   gs : iter =    253 ; delta = 2.000000e+00 ; diff = 1.576072e-05 ; dt = 19084.0 sec ; nmult =    253
   gs : iter =    254 ; delta = 2.000000e+00 ; diff = 1.540844e-05 ; dt = 19159.5 sec ; nmult =    254
   gs : iter =    255 ; delta = 2.000000e+00 ; diff = 1.506060e-05 ; dt = 19235.2 sec ; nmult =    255
   gs : iter =    256 ; delta = 2.000000e+00 ; diff = 1.472332e-05 ; dt = 19310.9 sec ; nmult =    256
   gs : iter =    257 ; delta = 2.000000e+00 ; diff = 1.439454e-05 ; dt = 19386.4 sec ; nmult =    257
   gs : iter =    258 ; delta = 2.000000e+00 ; diff = 1.407286e-05 ; dt = 19462.1 sec ; nmult =    258
   gs : iter =    259 ; delta = 2.000000e+00 ; diff = 1.375802e-05 ; dt = 19537.8 sec ; nmult =    259
   gs : iter =    260 ; delta = 2.000000e+00 ; diff = 1.345095e-05 ; dt = 19613.3 sec ; nmult =    260
   gs : iter =    261 ; delta = 2.000000e+00 ; diff = 1.314800e-05 ; dt = 19689.0 sec ; nmult =    261
   gs : iter =    262 ; delta = 2.000000e+00 ; diff = 1.285522e-05 ; dt = 19764.6 sec ; nmult =    262
   gs : iter =    263 ; delta = 2.000000e+00 ; diff = 1.256799e-05 ; dt = 19840.3 sec ; nmult =    263
   gs : iter =    264 ; delta = 2.000000e+00 ; diff = 1.228972e-05 ; dt = 19915.8 sec ; nmult =    264
   gs : iter =    265 ; delta = 2.000000e+00 ; diff = 1.201313e-05 ; dt = 19991.5 sec ; nmult =    265
   gs : iter =    266 ; delta = 2.000000e+00 ; diff = 1.174672e-05 ; dt = 20067.1 sec ; nmult =    266
   gs : iter =    267 ; delta = 2.000000e+00 ; diff = 1.148183e-05 ; dt = 20142.7 sec ; nmult =    267
   gs : iter =    268 ; delta = 2.000000e+00 ; diff = 1.122928e-05 ; dt = 20218.4 sec ; nmult =    268
   gs : iter =    269 ; delta = 2.000000e+00 ; diff = 1.097849e-05 ; dt = 20294.0 sec ; nmult =    269
   gs : iter =    270 ; delta = 2.000000e+00 ; diff = 1.073504e-05 ; dt = 20369.7 sec ; nmult =    270
   gs : iter =    271 ; delta = 2.000000e+00 ; diff = 1.049390e-05 ; dt = 20445.3 sec ; nmult =    271
   gs : iter =    272 ; delta = 2.000000e+00 ; diff = 1.026155e-05 ; dt = 20521.0 sec ; nmult =    272
   gs : iter =    273 ; delta = 2.000000e+00 ; diff = 1.003257e-05 ; dt = 20597.9 sec ; nmult =    273
   gs : iter =    274 ; delta = 2.000000e+00 ; diff = 9.811002e-06 ; dt = 20673.3 sec ; nmult =    274
   gs : iter =    275 ; delta = 2.000000e+00 ; diff = 9.593134e-06 ; dt = 20749.0 sec ; nmult =    275
   gs : iter =    276 ; delta = 2.000000e+00 ; diff = 9.380107e-06 ; dt = 20824.6 sec ; nmult =    276
   gs : iter =    277 ; delta = 2.000000e+00 ; diff = 9.171122e-06 ; dt = 20900.1 sec ; nmult =    277
   gs : iter =    278 ; delta = 2.000000e+00 ; diff = 8.968229e-06 ; dt = 20975.7 sec ; nmult =    278
   gs : iter =    279 ; delta = 2.000000e+00 ; diff = 8.768544e-06 ; dt = 21051.1 sec ; nmult =    279
   gs : iter =    280 ; delta = 2.000000e+00 ; diff = 8.575280e-06 ; dt = 21126.7 sec ; nmult =    280
   gs : iter =    281 ; delta = 2.000000e+00 ; diff = 8.384116e-06 ; dt = 21202.3 sec ; nmult =    281
   gs : iter =    282 ; delta = 2.000000e+00 ; diff = 8.199144e-06 ; dt = 21277.9 sec ; nmult =    282
   gs : iter =    283 ; delta = 2.000000e+00 ; diff = 8.015531e-06 ; dt = 21353.6 sec ; nmult =    283
   gs : iter =    284 ; delta = 2.000000e+00 ; diff = 7.840676e-06 ; dt = 21429.3 sec ; nmult =    284
   gs : iter =    285 ; delta = 2.000000e+00 ; diff = 7.665654e-06 ; dt = 21504.9 sec ; nmult =    285
   gs : iter =    286 ; delta = 2.000000e+00 ; diff = 7.498287e-06 ; dt = 21580.4 sec ; nmult =    286
   gs : iter =    287 ; delta = 2.000000e+00 ; diff = 7.330762e-06 ; dt = 21656.0 sec ; nmult =    287
   gs : iter =    288 ; delta = 2.000000e+00 ; diff = 7.168919e-06 ; dt = 21731.5 sec ; nmult =    288
   gs : iter =    289 ; delta = 2.000000e+00 ; diff = 7.010112e-06 ; dt = 21807.1 sec ; nmult =    289
   gs : iter =    290 ; delta = 2.000000e+00 ; diff = 6.856461e-06 ; dt = 21882.8 sec ; nmult =    290
   gs : iter =    291 ; delta = 2.000000e+00 ; diff = 6.705130e-06 ; dt = 21958.4 sec ; nmult =    291
   gs : iter =    292 ; delta = 2.000000e+00 ; diff = 6.557173e-06 ; dt = 22034.1 sec ; nmult =    292
   gs : iter =    293 ; delta = 2.000000e+00 ; diff = 6.412079e-06 ; dt = 22109.7 sec ; nmult =    293
   gs : iter =    294 ; delta = 2.000000e+00 ; diff = 6.270491e-06 ; dt = 22185.3 sec ; nmult =    294
   gs : iter =    295 ; delta = 2.000000e+00 ; diff = 6.132760e-06 ; dt = 22261.0 sec ; nmult =    295
   gs : iter =    296 ; delta = 2.000000e+00 ; diff = 5.998261e-06 ; dt = 22336.6 sec ; nmult =    296
   gs : iter =    297 ; delta = 2.000000e+00 ; diff = 5.865595e-06 ; dt = 22412.1 sec ; nmult =    297
   gs : iter =    298 ; delta = 2.000000e+00 ; diff = 5.736504e-06 ; dt = 22487.7 sec ; nmult =    298
   gs : iter =    299 ; delta = 2.000000e+00 ; diff = 5.608897e-06 ; dt = 22563.2 sec ; nmult =    299
   gs : iter =    300 ; delta = 2.000000e+00 ; diff = 5.486971e-06 ; dt = 22638.8 sec ; nmult =    300
   gs : iter =    301 ; delta = 2.000000e+00 ; diff = 5.365503e-06 ; dt = 22714.4 sec ; nmult =    301
   gs : iter =    302 ; delta = 2.000000e+00 ; diff = 5.249127e-06 ; dt = 22790.2 sec ; nmult =    302
   gs : iter =    303 ; delta = 2.000000e+00 ; diff = 5.132336e-06 ; dt = 22865.8 sec ; nmult =    303
   gs : iter =    304 ; delta = 2.000000e+00 ; diff = 5.020336e-06 ; dt = 22941.5 sec ; nmult =    304
   gs : iter =    305 ; delta = 2.000000e+00 ; diff = 4.909447e-06 ; dt = 23017.9 sec ; nmult =    305
   gs : iter =    306 ; delta = 2.000000e+00 ; diff = 4.802842e-06 ; dt = 23094.5 sec ; nmult =    306
   gs : iter =    307 ; delta = 2.000000e+00 ; diff = 4.697348e-06 ; dt = 23170.3 sec ; nmult =    307
   gs : iter =    308 ; delta = 2.000000e+00 ; diff = 4.594555e-06 ; dt = 23245.9 sec ; nmult =    308
   gs : iter =    309 ; delta = 2.000000e+00 ; diff = 4.493432e-06 ; dt = 23321.7 sec ; nmult =    309
   gs : iter =    310 ; delta = 2.000000e+00 ; diff = 4.394925e-06 ; dt = 23397.4 sec ; nmult =    310
   gs : iter =    311 ; delta = 2.000000e+00 ; diff = 4.299066e-06 ; dt = 23473.0 sec ; nmult =    311
   gs : iter =    312 ; delta = 2.000000e+00 ; diff = 4.205221e-06 ; dt = 23548.6 sec ; nmult =    312
   gs : iter =    313 ; delta = 2.000000e+00 ; diff = 4.113060e-06 ; dt = 23626.1 sec ; nmult =    313
   gs : iter =    314 ; delta = 2.000000e+00 ; diff = 4.023418e-06 ; dt = 23701.7 sec ; nmult =    314
   gs : iter =    315 ; delta = 2.000000e+00 ; diff = 3.934612e-06 ; dt = 23777.3 sec ; nmult =    315
   gs : iter =    316 ; delta = 2.000000e+00 ; diff = 3.849624e-06 ; dt = 23852.9 sec ; nmult =    316
   gs : iter =    317 ; delta = 2.000000e+00 ; diff = 3.765115e-06 ; dt = 23928.4 sec ; nmult =    317
   gs : iter =    318 ; delta = 2.000000e+00 ; diff = 3.684032e-06 ; dt = 24004.0 sec ; nmult =    318
   gs : iter =    319 ; delta = 2.000000e+00 ; diff = 3.602607e-06 ; dt = 24079.6 sec ; nmult =    319
   gs : iter =    320 ; delta = 2.000000e+00 ; diff = 3.524780e-06 ; dt = 24155.2 sec ; nmult =    320
   gs : iter =    321 ; delta = 2.000000e+00 ; diff = 3.447071e-06 ; dt = 24230.7 sec ; nmult =    321
   gs : iter =    322 ; delta = 2.000000e+00 ; diff = 3.373036e-06 ; dt = 24306.3 sec ; nmult =    322
   gs : iter =    323 ; delta = 2.000000e+00 ; diff = 3.299229e-06 ; dt = 24381.8 sec ; nmult =    323
   gs : iter =    324 ; delta = 2.000000e+00 ; diff = 3.227677e-06 ; dt = 24457.3 sec ; nmult =    324
   gs : iter =    325 ; delta = 2.000000e+00 ; diff = 3.157034e-06 ; dt = 24532.9 sec ; nmult =    325
   gs : iter =    326 ; delta = 2.000000e+00 ; diff = 3.088392e-06 ; dt = 24608.5 sec ; nmult =    326
   gs : iter =    327 ; delta = 2.000000e+00 ; diff = 3.021234e-06 ; dt = 24684.1 sec ; nmult =    327
   gs : iter =    328 ; delta = 2.000000e+00 ; diff = 2.955808e-06 ; dt = 24759.7 sec ; nmult =    328
   gs : iter =    329 ; delta = 2.000000e+00 ; diff = 2.891660e-06 ; dt = 24835.3 sec ; nmult =    329
   gs : iter =    330 ; delta = 2.000000e+00 ; diff = 2.828824e-06 ; dt = 24910.8 sec ; nmult =    330
   gs : iter =    331 ; delta = 2.000000e+00 ; diff = 2.766872e-06 ; dt = 24986.3 sec ; nmult =    331
   gs : iter =    332 ; delta = 2.000000e+00 ; diff = 2.707367e-06 ; dt = 25061.9 sec ; nmult =    332
   gs : iter =    333 ; delta = 2.000000e+00 ; diff = 2.648244e-06 ; dt = 25137.4 sec ; nmult =    333
   gs : iter =    334 ; delta = 2.000000e+00 ; diff = 2.591660e-06 ; dt = 25213.0 sec ; nmult =    334
   gs : iter =    335 ; delta = 2.000000e+00 ; diff = 2.534641e-06 ; dt = 25288.7 sec ; nmult =    335
   gs : iter =    336 ; delta = 2.000000e+00 ; diff = 2.480194e-06 ; dt = 25364.3 sec ; nmult =    336
   gs : iter =    337 ; delta = 2.000000e+00 ; diff = 2.425660e-06 ; dt = 25439.8 sec ; nmult =    337
   gs : iter =    338 ; delta = 2.000000e+00 ; diff = 2.374044e-06 ; dt = 25515.4 sec ; nmult =    338
   gs : iter =    339 ; delta = 2.000000e+00 ; diff = 2.322103e-06 ; dt = 25590.8 sec ; nmult =    339
   gs : iter =    340 ; delta = 2.000000e+00 ; diff = 2.272327e-06 ; dt = 25666.4 sec ; nmult =    340
   gs : iter =    341 ; delta = 2.000000e+00 ; diff = 2.222744e-06 ; dt = 25741.9 sec ; nmult =    341
   gs : iter =    342 ; delta = 2.000000e+00 ; diff = 2.174666e-06 ; dt = 25817.4 sec ; nmult =    342
   gs : iter =    343 ; delta = 2.000000e+00 ; diff = 2.127566e-06 ; dt = 25893.1 sec ; nmult =    343
   gs : iter =    344 ; delta = 2.000000e+00 ; diff = 2.081932e-06 ; dt = 25968.6 sec ; nmult =    344
   gs : iter =    345 ; delta = 2.000000e+00 ; diff = 2.036926e-06 ; dt = 26044.2 sec ; nmult =    345
   gs : iter =    346 ; delta = 2.000000e+00 ; diff = 1.992981e-06 ; dt = 26119.8 sec ; nmult =    346
   gs : iter =    347 ; delta = 2.000000e+00 ; diff = 1.949581e-06 ; dt = 26195.4 sec ; nmult =    347
   gs : iter =    348 ; delta = 2.000000e+00 ; diff = 1.907724e-06 ; dt = 26270.9 sec ; nmult =    348
   gs : iter =    349 ; delta = 2.000000e+00 ; diff = 1.866455e-06 ; dt = 26346.4 sec ; nmult =    349
   gs : iter =    350 ; delta = 2.000000e+00 ; diff = 1.826807e-06 ; dt = 26422.1 sec ; nmult =    350
   gs : iter =    351 ; delta = 2.000000e+00 ; diff = 1.786769e-06 ; dt = 26497.8 sec ; nmult =    351
   gs : iter =    352 ; delta = 2.000000e+00 ; diff = 1.748696e-06 ; dt = 26574.8 sec ; nmult =    352
   gs : iter =    353 ; delta = 2.000000e+00 ; diff = 1.710493e-06 ; dt = 26653.8 sec ; nmult =    353
   gs : iter =    354 ; delta = 2.000000e+00 ; diff = 1.674287e-06 ; dt = 26729.5 sec ; nmult =    354
   gs : iter =    355 ; delta = 2.000000e+00 ; diff = 1.637766e-06 ; dt = 26805.1 sec ; nmult =    355
   gs : iter =    356 ; delta = 2.000000e+00 ; diff = 1.603100e-06 ; dt = 26880.8 sec ; nmult =    356
   gs : iter =    357 ; delta = 2.000000e+00 ; diff = 1.568104e-06 ; dt = 26956.4 sec ; nmult =    357
   gs : iter =    358 ; delta = 2.000000e+00 ; diff = 1.534559e-06 ; dt = 27032.0 sec ; nmult =    358
   gs : iter =    359 ; delta = 2.000000e+00 ; diff = 1.501448e-06 ; dt = 27108.4 sec ; nmult =    359
   gs : iter =    360 ; delta = 2.000000e+00 ; diff = 1.469467e-06 ; dt = 27184.0 sec ; nmult =    360
   gs : iter =    361 ; delta = 2.000000e+00 ; diff = 1.437942e-06 ; dt = 27259.4 sec ; nmult =    361
   gs : iter =    362 ; delta = 2.000000e+00 ; diff = 1.407071e-06 ; dt = 27334.9 sec ; nmult =    362
   gs : iter =    363 ; delta = 2.000000e+00 ; diff = 1.376573e-06 ; dt = 27410.4 sec ; nmult =    363
   gs : iter =    364 ; delta = 2.000000e+00 ; diff = 1.347168e-06 ; dt = 27485.8 sec ; nmult =    364
   gs : iter =    365 ; delta = 2.000000e+00 ; diff = 1.318317e-06 ; dt = 27561.3 sec ; nmult =    365
   gs : iter =    366 ; delta = 2.000000e+00 ; diff = 1.290351e-06 ; dt = 27636.7 sec ; nmult =    366
   gs : iter =    367 ; delta = 2.000000e+00 ; diff = 1.262306e-06 ; dt = 27712.1 sec ; nmult =    367
   gs : iter =    368 ; delta = 2.000000e+00 ; diff = 1.235580e-06 ; dt = 27788.2 sec ; nmult =    368
   gs : iter =    369 ; delta = 2.000000e+00 ; diff = 1.208662e-06 ; dt = 27863.6 sec ; nmult =    369
   gs : iter =    370 ; delta = 2.000000e+00 ; diff = 1.183287e-06 ; dt = 27938.9 sec ; nmult =    370
   gs : iter =    371 ; delta = 2.000000e+00 ; diff = 1.157607e-06 ; dt = 28014.3 sec ; nmult =    371
   gs : iter =    372 ; delta = 2.000000e+00 ; diff = 1.133271e-06 ; dt = 28089.7 sec ; nmult =    372
   gs : iter =    373 ; delta = 2.000000e+00 ; diff = 1.108634e-06 ; dt = 28165.0 sec ; nmult =    373
   gs : iter =    374 ; delta = 2.000000e+00 ; diff = 1.085152e-06 ; dt = 28240.4 sec ; nmult =    374
   gs : iter =    375 ; delta = 2.000000e+00 ; diff = 1.061730e-06 ; dt = 28315.9 sec ; nmult =    375
   gs : iter =    376 ; delta = 2.000000e+00 ; diff = 1.039356e-06 ; dt = 28391.2 sec ; nmult =    376
   gs : iter =    377 ; delta = 2.000000e+00 ; diff = 1.017150e-06 ; dt = 28466.5 sec ; nmult =    377
   gs : iter =    378 ; delta = 2.000000e+00 ; diff = 9.954274e-07 ; dt = 28542.0 sec ; nmult =    378
   gs : iter =    379 ; delta = 2.000000e+00 ; diff = 9.740164e-07 ; dt = 28617.4 sec ; nmult =    379
   gs : iter =    380 ; delta = 2.000000e+00 ; diff = 9.533291e-07 ; dt = 28692.7 sec ; nmult =    380
   gs : iter =    381 ; delta = 2.000000e+00 ; diff = 9.330042e-07 ; dt = 28768.2 sec ; nmult =    381
   gs : iter =    382 ; delta = 2.000000e+00 ; diff = 9.132692e-07 ; dt = 28843.5 sec ; nmult =    382
   gs : iter =    383 ; delta = 2.000000e+00 ; diff = 8.936323e-07 ; dt = 28918.9 sec ; nmult =    383
   gs : iter =    384 ; delta = 2.000000e+00 ; diff = 8.747612e-07 ; dt = 28994.2 sec ; nmult =    384
   gs : iter =    385 ; delta = 2.000000e+00 ; diff = 8.558729e-07 ; dt = 29069.6 sec ; nmult =    385
   gs : iter =    386 ; delta = 2.000000e+00 ; diff = 8.380017e-07 ; dt = 29145.0 sec ; nmult =    386
   gs : iter =    387 ; delta = 2.000000e+00 ; diff = 8.198738e-07 ; dt = 29220.3 sec ; nmult =    387
   gs : iter =    388 ; delta = 2.000000e+00 ; diff = 8.028107e-07 ; dt = 29295.7 sec ; nmult =    388
   gs : iter =    389 ; delta = 2.000000e+00 ; diff = 7.854432e-07 ; dt = 29371.1 sec ; nmult =    389
   gs : iter =    390 ; delta = 2.000000e+00 ; diff = 7.689146e-07 ; dt = 29446.6 sec ; nmult =    390
   gs : iter =    391 ; delta = 2.000000e+00 ; diff = 7.523535e-07 ; dt = 29522.0 sec ; nmult =    391
   gs : iter =    392 ; delta = 2.000000e+00 ; diff = 7.366631e-07 ; dt = 29598.6 sec ; nmult =    392
   gs : iter =    393 ; delta = 2.000000e+00 ; diff = 7.209452e-07 ; dt = 29675.3 sec ; nmult =    393
   gs : iter =    394 ; delta = 2.000000e+00 ; diff = 7.056935e-07 ; dt = 29751.5 sec ; nmult =    394
   gs : iter =    395 ; delta = 2.000000e+00 ; diff = 6.906021e-07 ; dt = 29827.5 sec ; nmult =    395
   gs : iter =    396 ; delta = 2.000000e+00 ; diff = 6.760087e-07 ; dt = 29902.5 sec ; nmult =    396
   gs : iter =    397 ; delta = 2.000000e+00 ; diff = 6.616664e-07 ; dt = 29977.6 sec ; nmult =    397
   gs : iter =    398 ; delta = 2.000000e+00 ; diff = 6.477452e-07 ; dt = 30052.7 sec ; nmult =    398
   gs : iter =    399 ; delta = 2.000000e+00 ; diff = 6.339292e-07 ; dt = 30127.8 sec ; nmult =    399
   gs : iter =    400 ; delta = 2.000000e+00 ; diff = 6.206108e-07 ; dt = 30202.8 sec ; nmult =    400
   gs : iter =    401 ; delta = 2.000000e+00 ; diff = 6.073155e-07 ; dt = 30277.9 sec ; nmult =    401
   gs : iter =    402 ; delta = 2.000000e+00 ; diff = 5.946440e-07 ; dt = 30353.0 sec ; nmult =    402
   gs : iter =    403 ; delta = 2.000000e+00 ; diff = 5.818868e-07 ; dt = 30428.0 sec ; nmult =    403
   gs : iter =    404 ; delta = 2.000000e+00 ; diff = 5.698938e-07 ; dt = 30503.0 sec ; nmult =    404
   gs : iter =    405 ; delta = 2.000000e+00 ; diff = 5.575907e-07 ; dt = 30577.9 sec ; nmult =    405
   gs : iter =    406 ; delta = 2.000000e+00 ; diff = 5.459728e-07 ; dt = 30652.9 sec ; nmult =    406
   gs : iter =    407 ; delta = 2.000000e+00 ; diff = 5.342069e-07 ; dt = 30727.8 sec ; nmult =    407
   gs : iter =    408 ; delta = 2.000000e+00 ; diff = 5.231819e-07 ; dt = 30802.8 sec ; nmult =    408
   gs : iter =    409 ; delta = 2.000000e+00 ; diff = 5.120391e-07 ; dt = 30877.8 sec ; nmult =    409
   gs : iter =    410 ; delta = 2.000000e+00 ; diff = 5.013467e-07 ; dt = 30952.7 sec ; nmult =    410
   gs : iter =    411 ; delta = 2.000000e+00 ; diff = 4.906308e-07 ; dt = 31027.7 sec ; nmult =    411
   gs : iter =    412 ; delta = 2.000000e+00 ; diff = 4.803381e-07 ; dt = 31102.6 sec ; nmult =    412
   gs : iter =    413 ; delta = 2.000000e+00 ; diff = 4.701996e-07 ; dt = 31177.6 sec ; nmult =    413
   gs : iter =    414 ; delta = 2.000000e+00 ; diff = 4.603573e-07 ; dt = 31252.5 sec ; nmult =    414
   gs : iter =    415 ; delta = 2.000000e+00 ; diff = 4.506238e-07 ; dt = 31327.5 sec ; nmult =    415
   gs : iter =    416 ; delta = 2.000000e+00 ; diff = 4.412135e-07 ; dt = 31402.3 sec ; nmult =    416
   gs : iter =    417 ; delta = 2.000000e+00 ; diff = 4.317969e-07 ; dt = 31477.1 sec ; nmult =    417
   gs : iter =    418 ; delta = 2.000000e+00 ; diff = 4.228358e-07 ; dt = 31552.0 sec ; nmult =    418
   gs : iter =    419 ; delta = 2.000000e+00 ; diff = 4.138342e-07 ; dt = 31626.8 sec ; nmult =    419
   gs : iter =    420 ; delta = 2.000000e+00 ; diff = 4.053580e-07 ; dt = 31701.6 sec ; nmult =    420
   gs : iter =    421 ; delta = 2.000000e+00 ; diff = 3.966562e-07 ; dt = 31777.0 sec ; nmult =    421
   gs : iter =    422 ; delta = 2.000000e+00 ; diff = 3.884532e-07 ; dt = 31852.3 sec ; nmult =    422
   gs : iter =    423 ; delta = 2.000000e+00 ; diff = 3.800963e-07 ; dt = 31927.7 sec ; nmult =    423
   gs : iter =    424 ; delta = 2.000000e+00 ; diff = 3.723384e-07 ; dt = 32003.0 sec ; nmult =    424
   gs : iter =    425 ; delta = 2.000000e+00 ; diff = 3.644283e-07 ; dt = 32078.2 sec ; nmult =    425
   gs : iter =    426 ; delta = 2.000000e+00 ; diff = 3.569014e-07 ; dt = 32153.5 sec ; nmult =    426
   gs : iter =    427 ; delta = 2.000000e+00 ; diff = 3.492744e-07 ; dt = 32229.0 sec ; nmult =    427
   gs : iter =    428 ; delta = 2.000000e+00 ; diff = 3.420323e-07 ; dt = 32304.3 sec ; nmult =    428
   gs : iter =    429 ; delta = 2.000000e+00 ; diff = 3.348238e-07 ; dt = 32379.6 sec ; nmult =    429
   gs : iter =    430 ; delta = 2.000000e+00 ; diff = 3.278966e-07 ; dt = 32454.9 sec ; nmult =    430
   gs : iter =    431 ; delta = 2.000000e+00 ; diff = 3.210098e-07 ; dt = 32530.2 sec ; nmult =    431
   gs : iter =    432 ; delta = 2.000000e+00 ; diff = 3.143208e-07 ; dt = 32605.5 sec ; nmult =    432
   gs : iter =    433 ; delta = 2.000000e+00 ; diff = 3.076611e-07 ; dt = 32682.1 sec ; nmult =    433
   gs : iter =    434 ; delta = 2.000000e+00 ; diff = 3.013072e-07 ; dt = 32758.7 sec ; nmult =    434
   gs : iter =    435 ; delta = 2.000000e+00 ; diff = 2.949427e-07 ; dt = 32834.1 sec ; nmult =    435
   gs : iter =    436 ; delta = 2.000000e+00 ; diff = 2.889372e-07 ; dt = 32909.3 sec ; nmult =    436
   gs : iter =    437 ; delta = 2.000000e+00 ; diff = 2.827625e-07 ; dt = 32984.6 sec ; nmult =    437
   gs : iter =    438 ; delta = 2.000000e+00 ; diff = 2.769558e-07 ; dt = 33059.9 sec ; nmult =    438
   gs : iter =    439 ; delta = 2.000000e+00 ; diff = 2.710285e-07 ; dt = 33135.2 sec ; nmult =    439
   gs : iter =    440 ; delta = 2.000000e+00 ; diff = 2.655532e-07 ; dt = 33210.5 sec ; nmult =    440
   gs : iter =    441 ; delta = 2.000000e+00 ; diff = 2.599065e-07 ; dt = 33285.7 sec ; nmult =    441
   gs : iter =    442 ; delta = 2.000000e+00 ; diff = 2.546051e-07 ; dt = 33360.9 sec ; nmult =    442
   gs : iter =    443 ; delta = 2.000000e+00 ; diff = 2.491795e-07 ; dt = 33436.2 sec ; nmult =    443
   gs : iter =    444 ; delta = 2.000000e+00 ; diff = 2.440658e-07 ; dt = 33511.5 sec ; nmult =    444
   gs : iter =    445 ; delta = 2.000000e+00 ; diff = 2.389433e-07 ; dt = 33586.8 sec ; nmult =    445
   gs : iter =    446 ; delta = 2.000000e+00 ; diff = 2.340503e-07 ; dt = 33662.1 sec ; nmult =    446
   gs : iter =    447 ; delta = 2.000000e+00 ; diff = 2.291437e-07 ; dt = 33737.4 sec ; nmult =    447
   gs : iter =    448 ; delta = 2.000000e+00 ; diff = 2.244151e-07 ; dt = 33812.7 sec ; nmult =    448
   gs : iter =    449 ; delta = 2.000000e+00 ; diff = 2.197034e-07 ; dt = 33888.0 sec ; nmult =    449
   gs : iter =    450 ; delta = 2.000000e+00 ; diff = 2.151798e-07 ; dt = 33963.3 sec ; nmult =    450
   gs : iter =    451 ; delta = 2.000000e+00 ; diff = 2.106793e-07 ; dt = 34038.6 sec ; nmult =    451
   gs : iter =    452 ; delta = 2.000000e+00 ; diff = 2.063985e-07 ; dt = 34113.9 sec ; nmult =    452
   gs : iter =    453 ; delta = 2.000000e+00 ; diff = 2.020312e-07 ; dt = 34189.2 sec ; nmult =    453
   gs : iter =    454 ; delta = 2.000000e+00 ; diff = 1.979130e-07 ; dt = 34264.4 sec ; nmult =    454
   gs : iter =    455 ; delta = 2.000000e+00 ; diff = 1.937112e-07 ; dt = 34339.7 sec ; nmult =    455
   gs : iter =    456 ; delta = 2.000000e+00 ; diff = 1.898199e-07 ; dt = 34415.0 sec ; nmult =    456
   gs : iter =    457 ; delta = 2.000000e+00 ; diff = 1.857977e-07 ; dt = 34490.3 sec ; nmult =    457
   gs : iter =    458 ; delta = 2.000000e+00 ; diff = 1.820586e-07 ; dt = 34565.6 sec ; nmult =    458
