Parameters: 
   graphfile = /var/tmp/dgleich/data/arabic-2005-trans
      output = none
         alg = gs
       alpha = 0.99
         tol = 1e-07
       maxit = 10000

nodes = 22744080
edges = 639999458
gs(0.9900,0,0) with tol=1.000000e-07 and maxit= 10000 iterations
   gs : iter =      1 ; delta = 2.000000e+00 ; diff = 1.674646e+00 ; dt =    13.9 sec ; nmult =      1
   gs : iter =    230 ; delta = 2.000000e+00 ; diff = 1.771020e-05 ; dt =  3186.9 sec ; nmult =    230
   gs : iter =    231 ; delta = 2.000000e+00 ; diff = 1.726015e-05 ; dt =  3200.8 sec ; nmult =    231
   gs : iter =    232 ; delta = 2.000000e+00 ; diff = 1.685440e-05 ; dt =  3214.7 sec ; nmult =    232
   gs : iter =    233 ; delta = 2.000000e+00 ; diff = 1.644564e-05 ; dt =  3228.5 sec ; nmult =    233
   gs : iter =    234 ; delta = 2.000000e+00 ; diff = 1.604382e-05 ; dt =  3242.3 sec ; nmult =    234
   gs : iter =    235 ; delta = 2.000000e+00 ; diff = 1.565229e-05 ; dt =  3256.2 sec ; nmult =    235
   gs : iter =    236 ; delta = 2.000000e+00 ; diff = 1.528803e-05 ; dt =  3270.0 sec ; nmult =    236
   gs : iter =    237 ; delta = 2.000000e+00 ; diff = 1.490193e-05 ; dt =  3283.9 sec ; nmult =    237
   gs : iter =    238 ; delta = 2.000000e+00 ; diff = 1.455414e-05 ; dt =  3297.8 sec ; nmult =    238
   gs : iter =    239 ; delta = 2.000000e+00 ; diff = 1.420218e-05 ; dt =  3311.6 sec ; nmult =    239
   gs : iter =    240 ; delta = 2.000000e+00 ; diff = 1.385685e-05 ; dt =  3325.5 sec ; nmult =    240
   gs : iter =    241 ; delta = 2.000000e+00 ; diff = 1.352168e-05 ; dt =  3339.3 sec ; nmult =    241
   gs : iter =    242 ; delta = 2.000000e+00 ; diff = 1.320938e-05 ; dt =  3353.2 sec ; nmult =    242
   gs : iter =    243 ; delta = 2.000000e+00 ; diff = 1.287483e-05 ; dt =  3367.0 sec ; nmult =    243
   gs : iter =    244 ; delta = 2.000000e+00 ; diff = 1.257660e-05 ; dt =  3380.9 sec ; nmult =    244
   gs : iter =    245 ; delta = 2.000000e+00 ; diff = 1.227444e-05 ; dt =  3394.7 sec ; nmult =    245
   gs : iter =    246 ; delta = 2.000000e+00 ; diff = 1.197704e-05 ; dt =  3408.6 sec ; nmult =    246
   gs : iter =    247 ; delta = 2.000000e+00 ; diff = 1.168742e-05 ; dt =  3422.5 sec ; nmult =    247
   gs : iter =    248 ; delta = 2.000000e+00 ; diff = 1.141920e-05 ; dt =  3436.3 sec ; nmult =    248
   gs : iter =    249 ; delta = 2.000000e+00 ; diff = 1.113148e-05 ; dt =  3450.2 sec ; nmult =    249
   gs : iter =    250 ; delta = 2.000000e+00 ; diff = 1.087515e-05 ; dt =  3464.1 sec ; nmult =    250
   gs : iter =    251 ; delta = 2.000000e+00 ; diff = 1.061418e-05 ; dt =  3478.0 sec ; nmult =    251
   gs : iter =    252 ; delta = 2.000000e+00 ; diff = 1.035816e-05 ; dt =  3491.8 sec ; nmult =    252
   gs : iter =    253 ; delta = 2.000000e+00 ; diff = 1.010939e-05 ; dt =  3505.6 sec ; nmult =    253
   gs : iter =    254 ; delta = 2.000000e+00 ; diff = 9.879312e-06 ; dt =  3519.5 sec ; nmult =    254
   gs : iter =    255 ; delta = 2.000000e+00 ; diff = 9.629880e-06 ; dt =  3533.3 sec ; nmult =    255
   gs : iter =    256 ; delta = 2.000000e+00 ; diff = 9.410176e-06 ; dt =  3547.2 sec ; nmult =    256
   gs : iter =    257 ; delta = 2.000000e+00 ; diff = 9.186417e-06 ; dt =  3561.1 sec ; nmult =    257
   gs : iter =    258 ; delta = 2.000000e+00 ; diff = 8.965835e-06 ; dt =  3574.9 sec ; nmult =    258
   gs : iter =    259 ; delta = 2.000000e+00 ; diff = 8.750961e-06 ; dt =  3588.8 sec ; nmult =    259
   gs : iter =    260 ; delta = 2.000000e+00 ; diff = 8.553377e-06 ; dt =  3602.7 sec ; nmult =    260
   gs : iter =    261 ; delta = 2.000000e+00 ; diff = 8.338507e-06 ; dt =  3616.5 sec ; nmult =    261
   gs : iter =    262 ; delta = 2.000000e+00 ; diff = 8.149893e-06 ; dt =  3630.4 sec ; nmult =    262
   gs : iter =    263 ; delta = 2.000000e+00 ; diff = 7.956076e-06 ; dt =  3644.3 sec ; nmult =    263
   gs : iter =    264 ; delta = 2.000000e+00 ; diff = 7.766015e-06 ; dt =  3658.1 sec ; nmult =    264
   gs : iter =    265 ; delta = 2.000000e+00 ; diff = 7.581667e-06 ; dt =  3671.9 sec ; nmult =    265
   gs : iter =    266 ; delta = 2.000000e+00 ; diff = 7.412032e-06 ; dt =  3685.8 sec ; nmult =    266
   gs : iter =    267 ; delta = 2.000000e+00 ; diff = 7.225569e-06 ; dt =  3699.6 sec ; nmult =    267
   gs : iter =    268 ; delta = 2.000000e+00 ; diff = 7.063709e-06 ; dt =  3713.5 sec ; nmult =    268
   gs : iter =    269 ; delta = 2.000000e+00 ; diff = 6.897564e-06 ; dt =  3727.4 sec ; nmult =    269
   gs : iter =    270 ; delta = 2.000000e+00 ; diff = 6.733477e-06 ; dt =  3741.2 sec ; nmult =    270
   gs : iter =    271 ; delta = 2.000000e+00 ; diff = 6.573748e-06 ; dt =  3755.1 sec ; nmult =    271
   gs : iter =    272 ; delta = 2.000000e+00 ; diff = 6.428098e-06 ; dt =  3769.0 sec ; nmult =    272
   gs : iter =    273 ; delta = 2.000000e+00 ; diff = 6.267093e-06 ; dt =  3782.9 sec ; nmult =    273
   gs : iter =    274 ; delta = 2.000000e+00 ; diff = 6.127667e-06 ; dt =  3796.7 sec ; nmult =    274
   gs : iter =    275 ; delta = 2.000000e+00 ; diff = 5.983222e-06 ; dt =  3810.6 sec ; nmult =    275
   gs : iter =    276 ; delta = 2.000000e+00 ; diff = 5.841479e-06 ; dt =  3824.5 sec ; nmult =    276
   gs : iter =    277 ; delta = 2.000000e+00 ; diff = 5.704105e-06 ; dt =  3838.3 sec ; nmult =    277
   gs : iter =    278 ; delta = 2.000000e+00 ; diff = 5.578425e-06 ; dt =  3852.2 sec ; nmult =    278
   gs : iter =    279 ; delta = 2.000000e+00 ; diff = 5.438017e-06 ; dt =  3866.1 sec ; nmult =    279
   gs : iter =    280 ; delta = 2.000000e+00 ; diff = 5.317968e-06 ; dt =  3879.9 sec ; nmult =    280
   gs : iter =    281 ; delta = 2.000000e+00 ; diff = 5.193818e-06 ; dt =  3893.8 sec ; nmult =    281
   gs : iter =    282 ; delta = 2.000000e+00 ; diff = 5.071104e-06 ; dt =  3907.7 sec ; nmult =    282
   gs : iter =    283 ; delta = 2.000000e+00 ; diff = 4.951488e-06 ; dt =  3921.5 sec ; nmult =    283
   gs : iter =    284 ; delta = 2.000000e+00 ; diff = 4.843352e-06 ; dt =  3935.4 sec ; nmult =    284
   gs : iter =    285 ; delta = 2.000000e+00 ; diff = 4.721961e-06 ; dt =  3949.3 sec ; nmult =    285
   gs : iter =    286 ; delta = 2.000000e+00 ; diff = 4.618425e-06 ; dt =  3963.1 sec ; nmult =    286
   gs : iter =    287 ; delta = 2.000000e+00 ; diff = 4.510322e-06 ; dt =  3977.0 sec ; nmult =    287
   gs : iter =    288 ; delta = 2.000000e+00 ; diff = 4.404124e-06 ; dt =  3990.8 sec ; nmult =    288
   gs : iter =    289 ; delta = 2.000000e+00 ; diff = 4.301257e-06 ; dt =  4004.6 sec ; nmult =    289
   gs : iter =    290 ; delta = 2.000000e+00 ; diff = 4.207914e-06 ; dt =  4018.5 sec ; nmult =    290
   gs : iter =    291 ; delta = 2.000000e+00 ; diff = 4.101766e-06 ; dt =  4032.4 sec ; nmult =    291
   gs : iter =    292 ; delta = 2.000000e+00 ; diff = 4.012699e-06 ; dt =  4046.2 sec ; nmult =    292
   gs : iter =    293 ; delta = 2.000000e+00 ; diff = 3.919645e-06 ; dt =  4060.1 sec ; nmult =    293
   gs : iter =    294 ; delta = 2.000000e+00 ; diff = 3.827566e-06 ; dt =  4073.9 sec ; nmult =    294
   gs : iter =    295 ; delta = 2.000000e+00 ; diff = 3.737909e-06 ; dt =  4087.7 sec ; nmult =    295
   gs : iter =    296 ; delta = 2.000000e+00 ; diff = 3.657532e-06 ; dt =  4101.6 sec ; nmult =    296
   gs : iter =    297 ; delta = 2.000000e+00 ; diff = 3.565743e-06 ; dt =  4115.6 sec ; nmult =    297
   gs : iter =    298 ; delta = 2.000000e+00 ; diff = 3.488800e-06 ; dt =  4129.4 sec ; nmult =    298
   gs : iter =    299 ; delta = 2.000000e+00 ; diff = 3.407642e-06 ; dt =  4143.3 sec ; nmult =    299
   gs : iter =    300 ; delta = 2.000000e+00 ; diff = 3.327846e-06 ; dt =  4157.2 sec ; nmult =    300
   gs : iter =    301 ; delta = 2.000000e+00 ; diff = 3.250685e-06 ; dt =  4171.0 sec ; nmult =    301
   gs : iter =    302 ; delta = 2.000000e+00 ; diff = 3.181340e-06 ; dt =  4184.9 sec ; nmult =    302
   gs : iter =    303 ; delta = 2.000000e+00 ; diff = 3.100833e-06 ; dt =  4198.8 sec ; nmult =    303
   gs : iter =    304 ; delta = 2.000000e+00 ; diff = 3.034564e-06 ; dt =  4212.7 sec ; nmult =    304
   gs : iter =    305 ; delta = 2.000000e+00 ; diff = 2.964662e-06 ; dt =  4226.5 sec ; nmult =    305
   gs : iter =    306 ; delta = 2.000000e+00 ; diff = 2.895354e-06 ; dt =  4240.4 sec ; nmult =    306
   gs : iter =    307 ; delta = 2.000000e+00 ; diff = 2.827968e-06 ; dt =  4254.2 sec ; nmult =    307
   gs : iter =    308 ; delta = 2.000000e+00 ; diff = 2.768179e-06 ; dt =  4268.0 sec ; nmult =    308
   gs : iter =    309 ; delta = 2.000000e+00 ; diff = 2.698519e-06 ; dt =  4281.9 sec ; nmult =    309
   gs : iter =    310 ; delta = 2.000000e+00 ; diff = 2.641252e-06 ; dt =  4295.8 sec ; nmult =    310
   gs : iter =    311 ; delta = 2.000000e+00 ; diff = 2.580190e-06 ; dt =  4309.6 sec ; nmult =    311
   gs : iter =    312 ; delta = 2.000000e+00 ; diff = 2.520107e-06 ; dt =  4323.5 sec ; nmult =    312
   gs : iter =    313 ; delta = 2.000000e+00 ; diff = 2.462043e-06 ; dt =  4337.4 sec ; nmult =    313
   gs : iter =    314 ; delta = 2.000000e+00 ; diff = 2.410375e-06 ; dt =  4351.2 sec ; nmult =    314
   gs : iter =    315 ; delta = 2.000000e+00 ; diff = 2.349112e-06 ; dt =  4365.0 sec ; nmult =    315
   gs : iter =    316 ; delta = 2.000000e+00 ; diff = 2.299737e-06 ; dt =  4378.9 sec ; nmult =    316
   gs : iter =    317 ; delta = 2.000000e+00 ; diff = 2.247143e-06 ; dt =  4392.7 sec ; nmult =    317
   gs : iter =    318 ; delta = 2.000000e+00 ; diff = 2.194852e-06 ; dt =  4406.6 sec ; nmult =    318
   gs : iter =    319 ; delta = 2.000000e+00 ; diff = 2.144020e-06 ; dt =  4420.5 sec ; nmult =    319
   gs : iter =    320 ; delta = 2.000000e+00 ; diff = 2.099447e-06 ; dt =  4434.3 sec ; nmult =    320
   gs : iter =    321 ; delta = 2.000000e+00 ; diff = 2.046348e-06 ; dt =  4448.2 sec ; nmult =    321
   gs : iter =    322 ; delta = 2.000000e+00 ; diff = 2.003659e-06 ; dt =  4462.2 sec ; nmult =    322
   gs : iter =    323 ; delta = 2.000000e+00 ; diff = 1.957533e-06 ; dt =  4476.1 sec ; nmult =    323
   gs : iter =    324 ; delta = 2.000000e+00 ; diff = 1.912119e-06 ; dt =  4489.9 sec ; nmult =    324
   gs : iter =    325 ; delta = 2.000000e+00 ; diff = 1.868328e-06 ; dt =  4503.8 sec ; nmult =    325
   gs : iter =    326 ; delta = 2.000000e+00 ; diff = 1.829757e-06 ; dt =  4517.7 sec ; nmult =    326
   gs : iter =    327 ; delta = 2.000000e+00 ; diff = 1.782968e-06 ; dt =  4531.5 sec ; nmult =    327
   gs : iter =    328 ; delta = 2.000000e+00 ; diff = 1.746133e-06 ; dt =  4545.4 sec ; nmult =    328
   gs : iter =    329 ; delta = 2.000000e+00 ; diff = 1.706425e-06 ; dt =  4559.2 sec ; nmult =    329
   gs : iter =    330 ; delta = 2.000000e+00 ; diff = 1.666835e-06 ; dt =  4573.0 sec ; nmult =    330
   gs : iter =    331 ; delta = 2.000000e+00 ; diff = 1.628401e-06 ; dt =  4586.9 sec ; nmult =    331
   gs : iter =    332 ; delta = 2.000000e+00 ; diff = 1.595160e-06 ; dt =  4600.8 sec ; nmult =    332
   gs : iter =    333 ; delta = 2.000000e+00 ; diff = 1.554563e-06 ; dt =  4614.6 sec ; nmult =    333
   gs : iter =    334 ; delta = 2.000000e+00 ; diff = 1.522684e-06 ; dt =  4628.4 sec ; nmult =    334
   gs : iter =    335 ; delta = 2.000000e+00 ; diff = 1.487785e-06 ; dt =  4642.3 sec ; nmult =    335
   gs : iter =    336 ; delta = 2.000000e+00 ; diff = 1.453374e-06 ; dt =  4656.2 sec ; nmult =    336
   gs : iter =    337 ; delta = 2.000000e+00 ; diff = 1.420285e-06 ; dt =  4670.0 sec ; nmult =    337
   gs : iter =    338 ; delta = 2.000000e+00 ; diff = 1.391482e-06 ; dt =  4683.9 sec ; nmult =    338
   gs : iter =    339 ; delta = 2.000000e+00 ; diff = 1.355617e-06 ; dt =  4697.7 sec ; nmult =    339
   gs : iter =    340 ; delta = 2.000000e+00 ; diff = 1.328113e-06 ; dt =  4711.6 sec ; nmult =    340
   gs : iter =    341 ; delta = 2.000000e+00 ; diff = 1.298079e-06 ; dt =  4725.4 sec ; nmult =    341
   gs : iter =    342 ; delta = 2.000000e+00 ; diff = 1.268055e-06 ; dt =  4739.3 sec ; nmult =    342
   gs : iter =    343 ; delta = 2.000000e+00 ; diff = 1.238922e-06 ; dt =  4753.2 sec ; nmult =    343
   gs : iter =    344 ; delta = 2.000000e+00 ; diff = 1.214087e-06 ; dt =  4767.0 sec ; nmult =    344
   gs : iter =    345 ; delta = 2.000000e+00 ; diff = 1.182957e-06 ; dt =  4780.9 sec ; nmult =    345
   gs : iter =    346 ; delta = 2.000000e+00 ; diff = 1.159131e-06 ; dt =  4794.8 sec ; nmult =    346
   gs : iter =    347 ; delta = 2.000000e+00 ; diff = 1.132682e-06 ; dt =  4808.7 sec ; nmult =    347
   gs : iter =    348 ; delta = 2.000000e+00 ; diff = 1.106556e-06 ; dt =  4822.6 sec ; nmult =    348
   gs : iter =    349 ; delta = 2.000000e+00 ; diff = 1.081491e-06 ; dt =  4836.5 sec ; nmult =    349
   gs : iter =    350 ; delta = 2.000000e+00 ; diff = 1.059974e-06 ; dt =  4850.3 sec ; nmult =    350
   gs : iter =    351 ; delta = 2.000000e+00 ; diff = 1.032392e-06 ; dt =  4864.2 sec ; nmult =    351
   gs : iter =    352 ; delta = 2.000000e+00 ; diff = 1.011856e-06 ; dt =  4878.0 sec ; nmult =    352
   gs : iter =    353 ; delta = 2.000000e+00 ; diff = 9.890856e-07 ; dt =  4891.9 sec ; nmult =    353
   gs : iter =    354 ; delta = 2.000000e+00 ; diff = 9.662510e-07 ; dt =  4905.8 sec ; nmult =    354
   gs : iter =    355 ; delta = 2.000000e+00 ; diff = 9.441435e-07 ; dt =  4919.6 sec ; nmult =    355
   gs : iter =    356 ; delta = 2.000000e+00 ; diff = 9.255870e-07 ; dt =  4933.5 sec ; nmult =    356
   gs : iter =    357 ; delta = 2.000000e+00 ; diff = 9.016509e-07 ; dt =  4947.4 sec ; nmult =    357
   gs : iter =    358 ; delta = 2.000000e+00 ; diff = 8.838473e-07 ; dt =  4961.2 sec ; nmult =    358
   gs : iter =    359 ; delta = 2.000000e+00 ; diff = 8.637582e-07 ; dt =  4975.1 sec ; nmult =    359
   gs : iter =    360 ; delta = 2.000000e+00 ; diff = 8.438740e-07 ; dt =  4988.9 sec ; nmult =    360
   gs : iter =    361 ; delta = 2.000000e+00 ; diff = 8.248599e-07 ; dt =  5002.8 sec ; nmult =    361
   gs : iter =    362 ; delta = 2.000000e+00 ; diff = 8.087917e-07 ; dt =  5016.7 sec ; nmult =    362
   gs : iter =    363 ; delta = 2.000000e+00 ; diff = 7.875198e-07 ; dt =  5030.6 sec ; nmult =    363
   gs : iter =    364 ; delta = 2.000000e+00 ; diff = 7.721755e-07 ; dt =  5044.4 sec ; nmult =    364
   gs : iter =    365 ; delta = 2.000000e+00 ; diff = 7.548945e-07 ; dt =  5058.3 sec ; nmult =    365
   gs : iter =    366 ; delta = 2.000000e+00 ; diff = 7.374919e-07 ; dt =  5072.1 sec ; nmult =    366
   gs : iter =    367 ; delta = 2.000000e+00 ; diff = 7.206835e-07 ; dt =  5086.0 sec ; nmult =    367
   gs : iter =    368 ; delta = 2.000000e+00 ; diff = 7.068239e-07 ; dt =  5099.8 sec ; nmult =    368
   gs : iter =    369 ; delta = 2.000000e+00 ; diff = 6.883626e-07 ; dt =  5113.7 sec ; nmult =    369
   gs : iter =    370 ; delta = 2.000000e+00 ; diff = 6.750627e-07 ; dt =  5127.6 sec ; nmult =    370
   gs : iter =    371 ; delta = 2.000000e+00 ; diff = 6.597815e-07 ; dt =  5141.4 sec ; nmult =    371
   gs : iter =    372 ; delta = 2.000000e+00 ; diff = 6.446310e-07 ; dt =  5155.3 sec ; nmult =    372
   gs : iter =    373 ; delta = 2.000000e+00 ; diff = 6.301991e-07 ; dt =  5169.1 sec ; nmult =    373
   gs : iter =    374 ; delta = 2.000000e+00 ; diff = 6.182142e-07 ; dt =  5183.0 sec ; nmult =    374
   gs : iter =    375 ; delta = 2.000000e+00 ; diff = 6.017866e-07 ; dt =  5196.8 sec ; nmult =    375
   gs : iter =    376 ; delta = 2.000000e+00 ; diff = 5.903465e-07 ; dt =  5210.7 sec ; nmult =    376
   gs : iter =    377 ; delta = 2.000000e+00 ; diff = 5.772361e-07 ; dt =  5224.6 sec ; nmult =    377
   gs : iter =    378 ; delta = 2.000000e+00 ; diff = 5.639687e-07 ; dt =  5238.4 sec ; nmult =    378
   gs : iter =    379 ; delta = 2.000000e+00 ; diff = 5.511816e-07 ; dt =  5252.2 sec ; nmult =    379
   gs : iter =    380 ; delta = 2.000000e+00 ; diff = 5.408531e-07 ; dt =  5266.2 sec ; nmult =    380
   gs : iter =    381 ; delta = 2.000000e+00 ; diff = 5.265861e-07 ; dt =  5280.1 sec ; nmult =    381
   gs : iter =    382 ; delta = 2.000000e+00 ; diff = 5.166676e-07 ; dt =  5294.0 sec ; nmult =    382
   gs : iter =    383 ; delta = 2.000000e+00 ; diff = 5.050278e-07 ; dt =  5307.8 sec ; nmult =    383
   gs : iter =    384 ; delta = 2.000000e+00 ; diff = 4.934538e-07 ; dt =  5321.7 sec ; nmult =    384
   gs : iter =    385 ; delta = 2.000000e+00 ; diff = 4.824719e-07 ; dt =  5335.6 sec ; nmult =    385
   gs : iter =    386 ; delta = 2.000000e+00 ; diff = 4.735100e-07 ; dt =  5349.4 sec ; nmult =    386
   gs : iter =    387 ; delta = 2.000000e+00 ; diff = 4.607590e-07 ; dt =  5363.3 sec ; nmult =    387
   gs : iter =    388 ; delta = 2.000000e+00 ; diff = 4.522106e-07 ; dt =  5377.2 sec ; nmult =    388
   gs : iter =    389 ; delta = 2.000000e+00 ; diff = 4.422216e-07 ; dt =  5391.0 sec ; nmult =    389
   gs : iter =    390 ; delta = 2.000000e+00 ; diff = 4.320583e-07 ; dt =  5404.9 sec ; nmult =    390
   gs : iter =    391 ; delta = 2.000000e+00 ; diff = 4.222910e-07 ; dt =  5418.8 sec ; nmult =    391
   gs : iter =    392 ; delta = 2.000000e+00 ; diff = 4.145791e-07 ; dt =  5432.6 sec ; nmult =    392
   gs : iter =    393 ; delta = 2.000000e+00 ; diff = 4.035011e-07 ; dt =  5446.5 sec ; nmult =    393
   gs : iter =    394 ; delta = 2.000000e+00 ; diff = 3.960845e-07 ; dt =  5460.4 sec ; nmult =    394
   gs : iter =    395 ; delta = 2.000000e+00 ; diff = 3.871903e-07 ; dt =  5474.2 sec ; nmult =    395
   gs : iter =    396 ; delta = 2.000000e+00 ; diff = 3.783172e-07 ; dt =  5488.1 sec ; nmult =    396
   gs : iter =    397 ; delta = 2.000000e+00 ; diff = 3.699423e-07 ; dt =  5501.9 sec ; nmult =    397
   gs : iter =    398 ; delta = 2.000000e+00 ; diff = 3.632458e-07 ; dt =  5515.8 sec ; nmult =    398
   gs : iter =    399 ; delta = 2.000000e+00 ; diff = 3.533147e-07 ; dt =  5529.6 sec ; nmult =    399
   gs : iter =    400 ; delta = 2.000000e+00 ; diff = 3.469304e-07 ; dt =  5543.5 sec ; nmult =    400
   gs : iter =    401 ; delta = 2.000000e+00 ; diff = 3.393082e-07 ; dt =  5557.3 sec ; nmult =    401
   gs : iter =    402 ; delta = 2.000000e+00 ; diff = 3.315076e-07 ; dt =  5571.2 sec ; nmult =    402
   gs : iter =    403 ; delta = 2.000000e+00 ; diff = 3.240333e-07 ; dt =  5585.1 sec ; nmult =    403
   gs : iter =    404 ; delta = 2.000000e+00 ; diff = 3.182738e-07 ; dt =  5598.9 sec ; nmult =    404
   gs : iter =    405 ; delta = 2.000000e+00 ; diff = 3.096469e-07 ; dt =  5612.8 sec ; nmult =    405
   gs : iter =    406 ; delta = 2.000000e+00 ; diff = 3.041046e-07 ; dt =  5626.7 sec ; nmult =    406
   gs : iter =    407 ; delta = 2.000000e+00 ; diff = 2.972984e-07 ; dt =  5640.6 sec ; nmult =    407
   gs : iter =    408 ; delta = 2.000000e+00 ; diff = 2.904827e-07 ; dt =  5654.4 sec ; nmult =    408
   gs : iter =    409 ; delta = 2.000000e+00 ; diff = 2.840843e-07 ; dt =  5668.3 sec ; nmult =    409
   gs : iter =    410 ; delta = 2.000000e+00 ; diff = 2.790851e-07 ; dt =  5682.2 sec ; nmult =    410
   gs : iter =    411 ; delta = 2.000000e+00 ; diff = 2.713261e-07 ; dt =  5696.0 sec ; nmult =    411
   gs : iter =    412 ; delta = 2.000000e+00 ; diff = 2.665634e-07 ; dt =  5709.9 sec ; nmult =    412
   gs : iter =    413 ; delta = 2.000000e+00 ; diff = 2.607379e-07 ; dt =  5723.7 sec ; nmult =    413
   gs : iter =    414 ; delta = 2.000000e+00 ; diff = 2.547353e-07 ; dt =  5737.5 sec ; nmult =    414
   gs : iter =    415 ; delta = 2.000000e+00 ; diff = 2.490091e-07 ; dt =  5751.4 sec ; nmult =    415
   gs : iter =    416 ; delta = 2.000000e+00 ; diff = 2.447137e-07 ; dt =  5765.3 sec ; nmult =    416
   gs : iter =    417 ; delta = 2.000000e+00 ; diff = 2.379774e-07 ; dt =  5779.1 sec ; nmult =    417
   gs : iter =    418 ; delta = 2.000000e+00 ; diff = 2.338414e-07 ; dt =  5793.0 sec ; nmult =    418
   gs : iter =    419 ; delta = 2.000000e+00 ; diff = 2.286234e-07 ; dt =  5806.9 sec ; nmult =    419
   gs : iter =    420 ; delta = 2.000000e+00 ; diff = 2.233762e-07 ; dt =  5820.7 sec ; nmult =    420
   gs : iter =    421 ; delta = 2.000000e+00 ; diff = 2.184825e-07 ; dt =  5834.6 sec ; nmult =    421
   gs : iter =    422 ; delta = 2.000000e+00 ; diff = 2.147571e-07 ; dt =  5848.5 sec ; nmult =    422
   gs : iter =    423 ; delta = 2.000000e+00 ; diff = 2.086784e-07 ; dt =  5862.3 sec ; nmult =    423
   gs : iter =    424 ; delta = 2.000000e+00 ; diff = 2.051290e-07 ; dt =  5876.1 sec ; nmult =    424
   gs : iter =    425 ; delta = 2.000000e+00 ; diff = 2.006729e-07 ; dt =  5890.0 sec ; nmult =    425
   gs : iter =    426 ; delta = 2.000000e+00 ; diff = 1.960440e-07 ; dt =  5903.8 sec ; nmult =    426
   gs : iter =    427 ; delta = 2.000000e+00 ; diff = 1.916498e-07 ; dt =  5917.7 sec ; nmult =    427
   gs : iter =    428 ; delta = 2.000000e+00 ; diff = 1.884523e-07 ; dt =  5931.6 sec ; nmult =    428
   gs : iter =    429 ; delta = 2.000000e+00 ; diff = 1.831762e-07 ; dt =  5945.4 sec ; nmult =    429
   gs : iter =    430 ; delta = 2.000000e+00 ; diff = 1.800944e-07 ; dt =  5959.3 sec ; nmult =    430
   gs : iter =    431 ; delta = 2.000000e+00 ; diff = 1.760878e-07 ; dt =  5973.2 sec ; nmult =    431
   gs : iter =    432 ; delta = 2.000000e+00 ; diff = 1.720389e-07 ; dt =  5987.1 sec ; nmult =    432
   gs : iter =    433 ; delta = 2.000000e+00 ; diff = 1.682897e-07 ; dt =  6001.0 sec ; nmult =    433
   gs : iter =    434 ; delta = 2.000000e+00 ; diff = 1.655142e-07 ; dt =  6014.9 sec ; nmult =    434
   gs : iter =    435 ; delta = 2.000000e+00 ; diff = 1.607364e-07 ; dt =  6028.7 sec ; nmult =    435
   gs : iter =    436 ; delta = 2.000000e+00 ; diff = 1.580945e-07 ; dt =  6042.5 sec ; nmult =    436
   gs : iter =    437 ; delta = 2.000000e+00 ; diff = 1.546806e-07 ; dt =  6056.4 sec ; nmult =    437
   gs : iter =    438 ; delta = 2.000000e+00 ; diff = 1.511022e-07 ; dt =  6070.3 sec ; nmult =    438
   gs : iter =    439 ; delta = 2.000000e+00 ; diff = 1.477225e-07 ; dt =  6084.1 sec ; nmult =    439
   gs : iter =    440 ; delta = 2.000000e+00 ; diff = 1.453453e-07 ; dt =  6098.0 sec ; nmult =    440
   gs : iter =    441 ; delta = 2.000000e+00 ; diff = 1.411988e-07 ; dt =  6111.8 sec ; nmult =    441
   gs : iter =    442 ; delta = 2.000000e+00 ; diff = 1.389053e-07 ; dt =  6125.6 sec ; nmult =    442
   gs : iter =    443 ; delta = 2.000000e+00 ; diff = 1.358226e-07 ; dt =  6139.5 sec ; nmult =    443
   gs : iter =    444 ; delta = 2.000000e+00 ; diff = 1.326895e-07 ; dt =  6153.4 sec ; nmult =    444
   gs : iter =    445 ; delta = 2.000000e+00 ; diff = 1.298139e-07 ; dt =  6167.3 sec ; nmult =    445
   gs : iter =    446 ; delta = 2.000000e+00 ; diff = 1.277497e-07 ; dt =  6181.1 sec ; nmult =    446
   gs : iter =    447 ; delta = 2.000000e+00 ; diff = 1.239827e-07 ; dt =  6195.0 sec ; nmult =    447
   gs : iter =    448 ; delta = 2.000000e+00 ; diff = 1.220202e-07 ; dt =  6208.8 sec ; nmult =    448
   gs : iter =    449 ; delta = 2.000000e+00 ; diff = 1.194008e-07 ; dt =  6222.7 sec ; nmult =    449
   gs : iter =    450 ; delta = 2.000000e+00 ; diff = 1.166272e-07 ; dt =  6236.5 sec ; nmult =    450
   gs : iter =    451 ; delta = 2.000000e+00 ; diff = 1.140237e-07 ; dt =  6250.3 sec ; nmult =    451
   gs : iter =    452 ; delta = 2.000000e+00 ; diff = 1.122611e-07 ; dt =  6264.2 sec ; nmult =    452
   gs : iter =    453 ; delta = 2.000000e+00 ; diff = 1.089932e-07 ; dt =  6278.1 sec ; nmult =    453
   gs : iter =    454 ; delta = 2.000000e+00 ; diff = 1.072893e-07 ; dt =  6291.9 sec ; nmult =    454
   gs : iter =    455 ; delta = 2.000000e+00 ; diff = 1.049144e-07 ; dt =  6305.8 sec ; nmult =    455
   gs : iter =    456 ; delta = 2.000000e+00 ; diff = 1.024844e-07 ; dt =  6319.8 sec ; nmult =    456
   gs : iter =    457 ; delta = 2.000000e+00 ; diff = 1.002761e-07 ; dt =  6333.6 sec ; nmult =    457
   gs : iter =    458 ; delta = 6.671572e-08 ; diff = 9.874521e-08 ; dt =  6347.5 sec ; nmult =    459
gs : solved pagerank(a=0.9900) in   458 sweeps and   459 mults to 1.000000e-07 tol
output norm: 9.9999999999999989e-01
