Parameters: 
   graphfile = /var/tmp/dgleich/data/sk-2005-trans
      output = none
         alg = gs
       alpha = 0.99
         tol = 1e-07
       maxit = 10000

nodes = 50636154
edges = 1949412601
gs(0.9900,0,0) with tol=1.000000e-07 and maxit= 10000 iterations
   gs : iter =      1 ; delta = 2.000000e+00 ; diff = 1.765338e+00 ; dt =    52.4 sec ; nmult =      1
   gs : iter =    229 ; delta = 2.000000e+00 ; diff = 1.481288e-05 ; dt = 11830.1 sec ; nmult =    229
   gs : iter =    230 ; delta = 2.000000e+00 ; diff = 1.443979e-05 ; dt = 11881.8 sec ; nmult =    230
   gs : iter =    231 ; delta = 2.000000e+00 ; diff = 1.408792e-05 ; dt = 11933.4 sec ; nmult =    231
   gs : iter =    232 ; delta = 2.000000e+00 ; diff = 1.373469e-05 ; dt = 11985.0 sec ; nmult =    232
   gs : iter =    233 ; delta = 2.000000e+00 ; diff = 1.340014e-05 ; dt = 12036.7 sec ; nmult =    233
   gs : iter =    234 ; delta = 2.000000e+00 ; diff = 1.306500e-05 ; dt = 12088.3 sec ; nmult =    234
   gs : iter =    235 ; delta = 2.000000e+00 ; diff = 1.274789e-05 ; dt = 12139.9 sec ; nmult =    235
   gs : iter =    236 ; delta = 2.000000e+00 ; diff = 1.243011e-05 ; dt = 12191.5 sec ; nmult =    236
   gs : iter =    237 ; delta = 2.000000e+00 ; diff = 1.212844e-05 ; dt = 12243.1 sec ; nmult =    237
   gs : iter =    238 ; delta = 2.000000e+00 ; diff = 1.182746e-05 ; dt = 12294.6 sec ; nmult =    238
   gs : iter =    239 ; delta = 2.000000e+00 ; diff = 1.154093e-05 ; dt = 12346.2 sec ; nmult =    239
   gs : iter =    240 ; delta = 2.000000e+00 ; diff = 1.125513e-05 ; dt = 12397.6 sec ; nmult =    240
   gs : iter =    241 ; delta = 2.000000e+00 ; diff = 1.098299e-05 ; dt = 12449.3 sec ; nmult =    241
   gs : iter =    242 ; delta = 2.000000e+00 ; diff = 1.071166e-05 ; dt = 12500.7 sec ; nmult =    242
   gs : iter =    243 ; delta = 2.000000e+00 ; diff = 1.045292e-05 ; dt = 12552.3 sec ; nmult =    243
   gs : iter =    244 ; delta = 2.000000e+00 ; diff = 1.019577e-05 ; dt = 12603.8 sec ; nmult =    244
   gs : iter =    245 ; delta = 2.000000e+00 ; diff = 9.949567e-06 ; dt = 12655.4 sec ; nmult =    245
   gs : iter =    246 ; delta = 2.000000e+00 ; diff = 9.705132e-06 ; dt = 12706.8 sec ; nmult =    246
   gs : iter =    247 ; delta = 2.000000e+00 ; diff = 9.471596e-06 ; dt = 12758.4 sec ; nmult =    247
   gs : iter =    248 ; delta = 2.000000e+00 ; diff = 9.239486e-06 ; dt = 12809.8 sec ; nmult =    248
   gs : iter =    249 ; delta = 2.000000e+00 ; diff = 9.017051e-06 ; dt = 12861.4 sec ; nmult =    249
   gs : iter =    250 ; delta = 2.000000e+00 ; diff = 8.796908e-06 ; dt = 12913.0 sec ; nmult =    250
   gs : iter =    251 ; delta = 2.000000e+00 ; diff = 8.585538e-06 ; dt = 12964.6 sec ; nmult =    251
   gs : iter =    252 ; delta = 2.000000e+00 ; diff = 8.376242e-06 ; dt = 13016.0 sec ; nmult =    252
   gs : iter =    253 ; delta = 2.000000e+00 ; diff = 8.175401e-06 ; dt = 13067.6 sec ; nmult =    253
   gs : iter =    254 ; delta = 2.000000e+00 ; diff = 7.976506e-06 ; dt = 13119.2 sec ; nmult =    254
   gs : iter =    255 ; delta = 2.000000e+00 ; diff = 7.785467e-06 ; dt = 13170.9 sec ; nmult =    255
   gs : iter =    256 ; delta = 2.000000e+00 ; diff = 7.596810e-06 ; dt = 13222.5 sec ; nmult =    256
   gs : iter =    257 ; delta = 2.000000e+00 ; diff = 7.414932e-06 ; dt = 13274.3 sec ; nmult =    257
   gs : iter =    258 ; delta = 2.000000e+00 ; diff = 7.235424e-06 ; dt = 13325.9 sec ; nmult =    258
   gs : iter =    259 ; delta = 2.000000e+00 ; diff = 7.062869e-06 ; dt = 13377.6 sec ; nmult =    259
   gs : iter =    260 ; delta = 2.000000e+00 ; diff = 6.892279e-06 ; dt = 13429.3 sec ; nmult =    260
   gs : iter =    261 ; delta = 2.000000e+00 ; diff = 6.727834e-06 ; dt = 13481.0 sec ; nmult =    261
   gs : iter =    262 ; delta = 2.000000e+00 ; diff = 6.565917e-06 ; dt = 13532.7 sec ; nmult =    262
   gs : iter =    263 ; delta = 2.000000e+00 ; diff = 6.409596e-06 ; dt = 13584.1 sec ; nmult =    263
   gs : iter =    264 ; delta = 2.000000e+00 ; diff = 6.255521e-06 ; dt = 13635.6 sec ; nmult =    264
   gs : iter =    265 ; delta = 2.000000e+00 ; diff = 6.106925e-06 ; dt = 13686.9 sec ; nmult =    265
   gs : iter =    266 ; delta = 2.000000e+00 ; diff = 5.960370e-06 ; dt = 13738.5 sec ; nmult =    266
   gs : iter =    267 ; delta = 2.000000e+00 ; diff = 5.818959e-06 ; dt = 13790.0 sec ; nmult =    267
   gs : iter =    268 ; delta = 2.000000e+00 ; diff = 5.679875e-06 ; dt = 13841.6 sec ; nmult =    268
   gs : iter =    269 ; delta = 2.000000e+00 ; diff = 5.545176e-06 ; dt = 13893.1 sec ; nmult =    269
   gs : iter =    270 ; delta = 2.000000e+00 ; diff = 5.412713e-06 ; dt = 13944.7 sec ; nmult =    270
   gs : iter =    271 ; delta = 2.000000e+00 ; diff = 5.284887e-06 ; dt = 13996.2 sec ; nmult =    271
   gs : iter =    272 ; delta = 2.000000e+00 ; diff = 5.158893e-06 ; dt = 14047.8 sec ; nmult =    272
   gs : iter =    273 ; delta = 2.000000e+00 ; diff = 5.036972e-06 ; dt = 14099.3 sec ; nmult =    273
   gs : iter =    274 ; delta = 2.000000e+00 ; diff = 4.917304e-06 ; dt = 14151.0 sec ; nmult =    274
   gs : iter =    275 ; delta = 2.000000e+00 ; diff = 4.801347e-06 ; dt = 14202.4 sec ; nmult =    275
   gs : iter =    276 ; delta = 2.000000e+00 ; diff = 4.687368e-06 ; dt = 14254.0 sec ; nmult =    276
   gs : iter =    277 ; delta = 2.000000e+00 ; diff = 4.577092e-06 ; dt = 14305.5 sec ; nmult =    277
   gs : iter =    278 ; delta = 2.000000e+00 ; diff = 4.468593e-06 ; dt = 14357.0 sec ; nmult =    278
   gs : iter =    279 ; delta = 2.000000e+00 ; diff = 4.363603e-06 ; dt = 14408.4 sec ; nmult =    279
   gs : iter =    280 ; delta = 2.000000e+00 ; diff = 4.260595e-06 ; dt = 14460.1 sec ; nmult =    280
   gs : iter =    281 ; delta = 2.000000e+00 ; diff = 4.160528e-06 ; dt = 14511.5 sec ; nmult =    281
   gs : iter =    282 ; delta = 2.000000e+00 ; diff = 4.062335e-06 ; dt = 14563.2 sec ; nmult =    282
   gs : iter =    283 ; delta = 2.000000e+00 ; diff = 3.967348e-06 ; dt = 14614.7 sec ; nmult =    283
   gs : iter =    284 ; delta = 2.000000e+00 ; diff = 3.873888e-06 ; dt = 14666.3 sec ; nmult =    284
   gs : iter =    285 ; delta = 2.000000e+00 ; diff = 3.783229e-06 ; dt = 14717.8 sec ; nmult =    285
   gs : iter =    286 ; delta = 2.000000e+00 ; diff = 3.694416e-06 ; dt = 14769.5 sec ; nmult =    286
   gs : iter =    287 ; delta = 2.000000e+00 ; diff = 3.608153e-06 ; dt = 14821.0 sec ; nmult =    287
   gs : iter =    288 ; delta = 2.000000e+00 ; diff = 3.523491e-06 ; dt = 14872.6 sec ; nmult =    288
   gs : iter =    289 ; delta = 2.000000e+00 ; diff = 3.441418e-06 ; dt = 14924.2 sec ; nmult =    289
   gs : iter =    290 ; delta = 2.000000e+00 ; diff = 3.360766e-06 ; dt = 14975.7 sec ; nmult =    290
   gs : iter =    291 ; delta = 2.000000e+00 ; diff = 3.282569e-06 ; dt = 15027.3 sec ; nmult =    291
   gs : iter =    292 ; delta = 2.000000e+00 ; diff = 3.205943e-06 ; dt = 15078.7 sec ; nmult =    292
   gs : iter =    293 ; delta = 2.000000e+00 ; diff = 3.131355e-06 ; dt = 15130.3 sec ; nmult =    293
   gs : iter =    294 ; delta = 2.000000e+00 ; diff = 3.058250e-06 ; dt = 15181.8 sec ; nmult =    294
   gs : iter =    295 ; delta = 2.000000e+00 ; diff = 2.987428e-06 ; dt = 15233.4 sec ; nmult =    295
   gs : iter =    296 ; delta = 2.000000e+00 ; diff = 2.917794e-06 ; dt = 15284.9 sec ; nmult =    296
   gs : iter =    297 ; delta = 2.000000e+00 ; diff = 2.850146e-06 ; dt = 15336.4 sec ; nmult =    297
   gs : iter =    298 ; delta = 2.000000e+00 ; diff = 2.783944e-06 ; dt = 15387.9 sec ; nmult =    298
   gs : iter =    299 ; delta = 2.000000e+00 ; diff = 2.719545e-06 ; dt = 15439.4 sec ; nmult =    299
   gs : iter =    300 ; delta = 2.000000e+00 ; diff = 2.656390e-06 ; dt = 15490.8 sec ; nmult =    300
   gs : iter =    301 ; delta = 2.000000e+00 ; diff = 2.595094e-06 ; dt = 15542.4 sec ; nmult =    301
   gs : iter =    302 ; delta = 2.000000e+00 ; diff = 2.534890e-06 ; dt = 15593.8 sec ; nmult =    302
   gs : iter =    303 ; delta = 2.000000e+00 ; diff = 2.476453e-06 ; dt = 15645.4 sec ; nmult =    303
   gs : iter =    304 ; delta = 2.000000e+00 ; diff = 2.419232e-06 ; dt = 15696.9 sec ; nmult =    304
   gs : iter =    305 ; delta = 2.000000e+00 ; diff = 2.363462e-06 ; dt = 15748.5 sec ; nmult =    305
   gs : iter =    306 ; delta = 2.000000e+00 ; diff = 2.308833e-06 ; dt = 15799.9 sec ; nmult =    306
   gs : iter =    307 ; delta = 2.000000e+00 ; diff = 2.255868e-06 ; dt = 15851.5 sec ; nmult =    307
   gs : iter =    308 ; delta = 2.000000e+00 ; diff = 2.203801e-06 ; dt = 15903.0 sec ; nmult =    308
   gs : iter =    309 ; delta = 2.000000e+00 ; diff = 2.153171e-06 ; dt = 15954.7 sec ; nmult =    309
   gs : iter =    310 ; delta = 2.000000e+00 ; diff = 2.103651e-06 ; dt = 16006.9 sec ; nmult =    310
   gs : iter =    311 ; delta = 2.000000e+00 ; diff = 2.055450e-06 ; dt = 16058.5 sec ; nmult =    311
   gs : iter =    312 ; delta = 2.000000e+00 ; diff = 2.008206e-06 ; dt = 16110.2 sec ; nmult =    312
   gs : iter =    313 ; delta = 2.000000e+00 ; diff = 1.962320e-06 ; dt = 16161.7 sec ; nmult =    313
   gs : iter =    314 ; delta = 2.000000e+00 ; diff = 1.917254e-06 ; dt = 16213.3 sec ; nmult =    314
   gs : iter =    315 ; delta = 2.000000e+00 ; diff = 1.873488e-06 ; dt = 16264.9 sec ; nmult =    315
   gs : iter =    316 ; delta = 2.000000e+00 ; diff = 1.830644e-06 ; dt = 16316.5 sec ; nmult =    316
   gs : iter =    317 ; delta = 2.000000e+00 ; diff = 1.788847e-06 ; dt = 16367.9 sec ; nmult =    317
   gs : iter =    318 ; delta = 2.000000e+00 ; diff = 1.747910e-06 ; dt = 16419.6 sec ; nmult =    318
   gs : iter =    319 ; delta = 2.000000e+00 ; diff = 1.708207e-06 ; dt = 16471.0 sec ; nmult =    319
   gs : iter =    320 ; delta = 2.000000e+00 ; diff = 1.669167e-06 ; dt = 16522.6 sec ; nmult =    320
   gs : iter =    321 ; delta = 2.000000e+00 ; diff = 1.631184e-06 ; dt = 16574.0 sec ; nmult =    321
   gs : iter =    322 ; delta = 2.000000e+00 ; diff = 1.594039e-06 ; dt = 16625.7 sec ; nmult =    322
   gs : iter =    323 ; delta = 2.000000e+00 ; diff = 1.557850e-06 ; dt = 16677.2 sec ; nmult =    323
   gs : iter =    324 ; delta = 2.000000e+00 ; diff = 1.522370e-06 ; dt = 16728.8 sec ; nmult =    324
   gs : iter =    325 ; delta = 2.000000e+00 ; diff = 1.487902e-06 ; dt = 16780.3 sec ; nmult =    325
   gs : iter =    326 ; delta = 2.000000e+00 ; diff = 1.454050e-06 ; dt = 16831.8 sec ; nmult =    326
   gs : iter =    327 ; delta = 2.000000e+00 ; diff = 1.421170e-06 ; dt = 16883.2 sec ; nmult =    327
   gs : iter =    328 ; delta = 2.000000e+00 ; diff = 1.388981e-06 ; dt = 16934.8 sec ; nmult =    328
   gs : iter =    329 ; delta = 2.000000e+00 ; diff = 1.357560e-06 ; dt = 16986.2 sec ; nmult =    329
   gs : iter =    330 ; delta = 2.000000e+00 ; diff = 1.326782e-06 ; dt = 17037.7 sec ; nmult =    330
   gs : iter =    331 ; delta = 2.000000e+00 ; diff = 1.296930e-06 ; dt = 17089.2 sec ; nmult =    331
   gs : iter =    332 ; delta = 2.000000e+00 ; diff = 1.267562e-06 ; dt = 17140.8 sec ; nmult =    332
   gs : iter =    333 ; delta = 2.000000e+00 ; diff = 1.238983e-06 ; dt = 17192.2 sec ; nmult =    333
   gs : iter =    334 ; delta = 2.000000e+00 ; diff = 1.211033e-06 ; dt = 17243.9 sec ; nmult =    334
   gs : iter =    335 ; delta = 2.000000e+00 ; diff = 1.183795e-06 ; dt = 17295.3 sec ; nmult =    335
   gs : iter =    336 ; delta = 2.000000e+00 ; diff = 1.157086e-06 ; dt = 17347.0 sec ; nmult =    336
   gs : iter =    337 ; delta = 2.000000e+00 ; diff = 1.131139e-06 ; dt = 17398.4 sec ; nmult =    337
   gs : iter =    338 ; delta = 2.000000e+00 ; diff = 1.105635e-06 ; dt = 17450.0 sec ; nmult =    338
   gs : iter =    339 ; delta = 2.000000e+00 ; diff = 1.080858e-06 ; dt = 17501.5 sec ; nmult =    339
   gs : iter =    340 ; delta = 2.000000e+00 ; diff = 1.056596e-06 ; dt = 17553.2 sec ; nmult =    340
   gs : iter =    341 ; delta = 2.000000e+00 ; diff = 1.032904e-06 ; dt = 17604.8 sec ; nmult =    341
   gs : iter =    342 ; delta = 2.000000e+00 ; diff = 1.009689e-06 ; dt = 17656.2 sec ; nmult =    342
   gs : iter =    343 ; delta = 2.000000e+00 ; diff = 9.871765e-07 ; dt = 17707.9 sec ; nmult =    343
   gs : iter =    344 ; delta = 2.000000e+00 ; diff = 9.650145e-07 ; dt = 17759.3 sec ; nmult =    344
   gs : iter =    345 ; delta = 2.000000e+00 ; diff = 9.434455e-07 ; dt = 17810.8 sec ; nmult =    345
   gs : iter =    346 ; delta = 2.000000e+00 ; diff = 9.223472e-07 ; dt = 17862.3 sec ; nmult =    346
   gs : iter =    347 ; delta = 2.000000e+00 ; diff = 9.017801e-07 ; dt = 17914.0 sec ; nmult =    347
   gs : iter =    348 ; delta = 2.000000e+00 ; diff = 8.815991e-07 ; dt = 17965.4 sec ; nmult =    348
   gs : iter =    349 ; delta = 2.000000e+00 ; diff = 8.619942e-07 ; dt = 18017.0 sec ; nmult =    349
   gs : iter =    350 ; delta = 2.000000e+00 ; diff = 8.427115e-07 ; dt = 18068.5 sec ; nmult =    350
   gs : iter =    351 ; delta = 2.000000e+00 ; diff = 8.239801e-07 ; dt = 18120.0 sec ; nmult =    351
   gs : iter =    352 ; delta = 2.000000e+00 ; diff = 8.056317e-07 ; dt = 18171.6 sec ; nmult =    352
   gs : iter =    353 ; delta = 2.000000e+00 ; diff = 7.877100e-07 ; dt = 18223.2 sec ; nmult =    353
   gs : iter =    354 ; delta = 2.000000e+00 ; diff = 7.701426e-07 ; dt = 18274.7 sec ; nmult =    354
   gs : iter =    355 ; delta = 2.000000e+00 ; diff = 7.531121e-07 ; dt = 18326.2 sec ; nmult =    355
   gs : iter =    356 ; delta = 2.000000e+00 ; diff = 7.363339e-07 ; dt = 18377.6 sec ; nmult =    356
   gs : iter =    357 ; delta = 2.000000e+00 ; diff = 7.200057e-07 ; dt = 18429.3 sec ; nmult =    357
   gs : iter =    358 ; delta = 2.000000e+00 ; diff = 7.040288e-07 ; dt = 18480.7 sec ; nmult =    358
   gs : iter =    359 ; delta = 2.000000e+00 ; diff = 6.884531e-07 ; dt = 18532.4 sec ; nmult =    359
   gs : iter =    360 ; delta = 2.000000e+00 ; diff = 6.731617e-07 ; dt = 18583.9 sec ; nmult =    360
   gs : iter =    361 ; delta = 2.000000e+00 ; diff = 6.583108e-07 ; dt = 18635.5 sec ; nmult =    361
   gs : iter =    362 ; delta = 2.000000e+00 ; diff = 6.436940e-07 ; dt = 18687.1 sec ; nmult =    362
   gs : iter =    363 ; delta = 2.000000e+00 ; diff = 6.294999e-07 ; dt = 18738.7 sec ; nmult =    363
   gs : iter =    364 ; delta = 2.000000e+00 ; diff = 6.155906e-07 ; dt = 18790.2 sec ; nmult =    364
   gs : iter =    365 ; delta = 2.000000e+00 ; diff = 6.020032e-07 ; dt = 18841.8 sec ; nmult =    365
   gs : iter =    366 ; delta = 2.000000e+00 ; diff = 5.886779e-07 ; dt = 18893.5 sec ; nmult =    366
   gs : iter =    367 ; delta = 2.000000e+00 ; diff = 5.757668e-07 ; dt = 18944.8 sec ; nmult =    367
   gs : iter =    368 ; delta = 2.000000e+00 ; diff = 5.630421e-07 ; dt = 18996.4 sec ; nmult =    368
   gs : iter =    369 ; delta = 2.000000e+00 ; diff = 5.506611e-07 ; dt = 19047.9 sec ; nmult =    369
   gs : iter =    370 ; delta = 2.000000e+00 ; diff = 5.385422e-07 ; dt = 19099.4 sec ; nmult =    370
   gs : iter =    371 ; delta = 2.000000e+00 ; diff = 5.267285e-07 ; dt = 19150.9 sec ; nmult =    371
   gs : iter =    372 ; delta = 2.000000e+00 ; diff = 5.151231e-07 ; dt = 19202.5 sec ; nmult =    372
   gs : iter =    373 ; delta = 2.000000e+00 ; diff = 5.038558e-07 ; dt = 19254.0 sec ; nmult =    373
   gs : iter =    374 ; delta = 2.000000e+00 ; diff = 4.927557e-07 ; dt = 19305.7 sec ; nmult =    374
   gs : iter =    375 ; delta = 2.000000e+00 ; diff = 4.819795e-07 ; dt = 19357.0 sec ; nmult =    375
   gs : iter =    376 ; delta = 2.000000e+00 ; diff = 4.714137e-07 ; dt = 19408.7 sec ; nmult =    376
   gs : iter =    377 ; delta = 2.000000e+00 ; diff = 4.610916e-07 ; dt = 19460.2 sec ; nmult =    377
   gs : iter =    378 ; delta = 2.000000e+00 ; diff = 4.509627e-07 ; dt = 19511.8 sec ; nmult =    378
   gs : iter =    379 ; delta = 2.000000e+00 ; diff = 4.411529e-07 ; dt = 19563.3 sec ; nmult =    379
   gs : iter =    380 ; delta = 2.000000e+00 ; diff = 4.314710e-07 ; dt = 19614.8 sec ; nmult =    380
   gs : iter =    381 ; delta = 2.000000e+00 ; diff = 4.220529e-07 ; dt = 19666.3 sec ; nmult =    381
   gs : iter =    382 ; delta = 2.000000e+00 ; diff = 4.128300e-07 ; dt = 19717.9 sec ; nmult =    382
   gs : iter =    383 ; delta = 2.000000e+00 ; diff = 4.038396e-07 ; dt = 19769.3 sec ; nmult =    383
   gs : iter =    384 ; delta = 2.000000e+00 ; diff = 3.950020e-07 ; dt = 19821.0 sec ; nmult =    384
   gs : iter =    385 ; delta = 2.000000e+00 ; diff = 3.864254e-07 ; dt = 19872.6 sec ; nmult =    385
   gs : iter =    386 ; delta = 2.000000e+00 ; diff = 3.779688e-07 ; dt = 19924.3 sec ; nmult =    386
   gs : iter =    387 ; delta = 2.000000e+00 ; diff = 3.697626e-07 ; dt = 19975.8 sec ; nmult =    387
   gs : iter =    388 ; delta = 2.000000e+00 ; diff = 3.617126e-07 ; dt = 20027.3 sec ; nmult =    388
   gs : iter =    389 ; delta = 2.000000e+00 ; diff = 3.538480e-07 ; dt = 20078.8 sec ; nmult =    389
   gs : iter =    390 ; delta = 2.000000e+00 ; diff = 3.461262e-07 ; dt = 20130.4 sec ; nmult =    390
   gs : iter =    391 ; delta = 2.000000e+00 ; diff = 3.386519e-07 ; dt = 20182.0 sec ; nmult =    391
   gs : iter =    392 ; delta = 2.000000e+00 ; diff = 3.312673e-07 ; dt = 20233.5 sec ; nmult =    392
   gs : iter =    393 ; delta = 2.000000e+00 ; diff = 3.240858e-07 ; dt = 20285.1 sec ; nmult =    393
   gs : iter =    394 ; delta = 2.000000e+00 ; diff = 3.170502e-07 ; dt = 20336.5 sec ; nmult =    394
   gs : iter =    395 ; delta = 2.000000e+00 ; diff = 3.101935e-07 ; dt = 20388.0 sec ; nmult =    395
   gs : iter =    396 ; delta = 2.000000e+00 ; diff = 3.034492e-07 ; dt = 20439.5 sec ; nmult =    396
   gs : iter =    397 ; delta = 2.000000e+00 ; diff = 2.969075e-07 ; dt = 20491.1 sec ; nmult =    397
   gs : iter =    398 ; delta = 2.000000e+00 ; diff = 2.904513e-07 ; dt = 20542.6 sec ; nmult =    398
   gs : iter =    399 ; delta = 2.000000e+00 ; diff = 2.841890e-07 ; dt = 20594.2 sec ; nmult =    399
   gs : iter =    400 ; delta = 2.000000e+00 ; diff = 2.780427e-07 ; dt = 20645.7 sec ; nmult =    400
   gs : iter =    401 ; delta = 2.000000e+00 ; diff = 2.720381e-07 ; dt = 20697.2 sec ; nmult =    401
   gs : iter =    402 ; delta = 2.000000e+00 ; diff = 2.661388e-07 ; dt = 20748.5 sec ; nmult =    402
   gs : iter =    403 ; delta = 2.000000e+00 ; diff = 2.604325e-07 ; dt = 20800.0 sec ; nmult =    403
   gs : iter =    404 ; delta = 2.000000e+00 ; diff = 2.547890e-07 ; dt = 20851.5 sec ; nmult =    404
   gs : iter =    405 ; delta = 2.000000e+00 ; diff = 2.493028e-07 ; dt = 20903.1 sec ; nmult =    405
   gs : iter =    406 ; delta = 2.000000e+00 ; diff = 2.439258e-07 ; dt = 20954.5 sec ; nmult =    406
   gs : iter =    407 ; delta = 2.000000e+00 ; diff = 2.386863e-07 ; dt = 21006.0 sec ; nmult =    407
   gs : iter =    408 ; delta = 2.000000e+00 ; diff = 2.335284e-07 ; dt = 21057.4 sec ; nmult =    408
   gs : iter =    409 ; delta = 2.000000e+00 ; diff = 2.285284e-07 ; dt = 21109.1 sec ; nmult =    409
   gs : iter =    410 ; delta = 2.000000e+00 ; diff = 2.235894e-07 ; dt = 21160.5 sec ; nmult =    410
   gs : iter =    411 ; delta = 2.000000e+00 ; diff = 2.188016e-07 ; dt = 21212.2 sec ; nmult =    411
   gs : iter =    412 ; delta = 2.000000e+00 ; diff = 2.140997e-07 ; dt = 21263.7 sec ; nmult =    412
   gs : iter =    413 ; delta = 2.000000e+00 ; diff = 2.095065e-07 ; dt = 21315.3 sec ; nmult =    413
   gs : iter =    414 ; delta = 2.000000e+00 ; diff = 2.049908e-07 ; dt = 21366.9 sec ; nmult =    414
   gs : iter =    415 ; delta = 2.000000e+00 ; diff = 2.006260e-07 ; dt = 21418.5 sec ; nmult =    415
   gs : iter =    416 ; delta = 2.000000e+00 ; diff = 1.963045e-07 ; dt = 21470.0 sec ; nmult =    416
   gs : iter =    417 ; delta = 2.000000e+00 ; diff = 1.921049e-07 ; dt = 21521.6 sec ; nmult =    417
   gs : iter =    418 ; delta = 2.000000e+00 ; diff = 1.879870e-07 ; dt = 21573.2 sec ; nmult =    418
   gs : iter =    419 ; delta = 2.000000e+00 ; diff = 1.839751e-07 ; dt = 21624.7 sec ; nmult =    419
   gs : iter =    420 ; delta = 2.000000e+00 ; diff = 1.800228e-07 ; dt = 21676.2 sec ; nmult =    420
   gs : iter =    421 ; delta = 2.000000e+00 ; diff = 1.761937e-07 ; dt = 21727.5 sec ; nmult =    421
   gs : iter =    422 ; delta = 2.000000e+00 ; diff = 1.724070e-07 ; dt = 21779.1 sec ; nmult =    422
   gs : iter =    423 ; delta = 2.000000e+00 ; diff = 1.687384e-07 ; dt = 21830.6 sec ; nmult =    423
   gs : iter =    424 ; delta = 2.000000e+00 ; diff = 1.651334e-07 ; dt = 21882.2 sec ; nmult =    424
   gs : iter =    425 ; delta = 2.000000e+00 ; diff = 1.616121e-07 ; dt = 21933.7 sec ; nmult =    425
   gs : iter =    426 ; delta = 2.000000e+00 ; diff = 1.581480e-07 ; dt = 21985.2 sec ; nmult =    426
   gs : iter =    427 ; delta = 2.000000e+00 ; diff = 1.548022e-07 ; dt = 22036.7 sec ; nmult =    427
   gs : iter =    428 ; delta = 2.000000e+00 ; diff = 1.514857e-07 ; dt = 22088.2 sec ; nmult =    428
   gs : iter =    429 ; delta = 2.000000e+00 ; diff = 1.482645e-07 ; dt = 22139.7 sec ; nmult =    429
   gs : iter =    430 ; delta = 2.000000e+00 ; diff = 1.451043e-07 ; dt = 22191.3 sec ; nmult =    430
   gs : iter =    431 ; delta = 2.000000e+00 ; diff = 1.420261e-07 ; dt = 22242.7 sec ; nmult =    431
   gs : iter =    432 ; delta = 2.000000e+00 ; diff = 1.389914e-07 ; dt = 22294.3 sec ; nmult =    432
   gs : iter =    433 ; delta = 2.000000e+00 ; diff = 1.360531e-07 ; dt = 22345.7 sec ; nmult =    433
   gs : iter =    434 ; delta = 2.000000e+00 ; diff = 1.331445e-07 ; dt = 22397.3 sec ; nmult =    434
   gs : iter =    435 ; delta = 2.000000e+00 ; diff = 1.303282e-07 ; dt = 22448.7 sec ; nmult =    435
   gs : iter =    436 ; delta = 2.000000e+00 ; diff = 1.275593e-07 ; dt = 22500.4 sec ; nmult =    436
   gs : iter =    437 ; delta = 2.000000e+00 ; diff = 1.248551e-07 ; dt = 22551.9 sec ; nmult =    437
   gs : iter =    438 ; delta = 2.000000e+00 ; diff = 1.221930e-07 ; dt = 22603.6 sec ; nmult =    438
   gs : iter =    439 ; delta = 2.000000e+00 ; diff = 1.196241e-07 ; dt = 22655.1 sec ; nmult =    439
   gs : iter =    440 ; delta = 2.000000e+00 ; diff = 1.170748e-07 ; dt = 22706.8 sec ; nmult =    440
   gs : iter =    441 ; delta = 2.000000e+00 ; diff = 1.145997e-07 ; dt = 22758.3 sec ; nmult =    441
   gs : iter =    442 ; delta = 2.000000e+00 ; diff = 1.121705e-07 ; dt = 22809.9 sec ; nmult =    442
   gs : iter =    443 ; delta = 2.000000e+00 ; diff = 1.098049e-07 ; dt = 22861.7 sec ; nmult =    443
   gs : iter =    444 ; delta = 2.000000e+00 ; diff = 1.074709e-07 ; dt = 22913.1 sec ; nmult =    444
   gs : iter =    445 ; delta = 2.000000e+00 ; diff = 1.052127e-07 ; dt = 22964.8 sec ; nmult =    445
   gs : iter =    446 ; delta = 2.000000e+00 ; diff = 1.029749e-07 ; dt = 23016.1 sec ; nmult =    446
   gs : iter =    447 ; delta = 2.000000e+00 ; diff = 1.008094e-07 ; dt = 23067.6 sec ; nmult =    447
   gs : iter =    448 ; delta = 6.893383e-08 ; diff = 9.867910e-08 ; dt = 23119.1 sec ; nmult =    449
gs : solved pagerank(a=0.9900) in   448 sweeps and   449 mults to 1.000000e-07 tol
output norm: 1.0000000000000000e+00
